geneid,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,chrom,strand,left,right,GeneName,name,location,,
ENSG00000163875,708.237,1.06,0.049,21.59,0,0,1,-,37958175,37980364,MEAF6,MYST/Esa1-associated factor 6 [Source:HGNC Symbol,Acc:HGNC:25674],1:37958175-37980364,
ENSG00000163877,250.842,0.591,0.06,9.924,0,0,1,-,38000049,38019903,SNIP1,Smad nuclear interacting protein 1 [Source:HGNC Symbol,Acc:HGNC:30587],1:38000049-38019903,
ENSG00000232273,26.453,-0.008,0.148,-0.055,0.956,0.982,1,+,38010363,38010895,FTH1P1,"ferritin, heavy polypeptide 1 pseudogene [Source:HGNC Symbol;Acc:HGNC:3979]",1:38010363-38010895,,
ENSG00000237749,74.613,-0.259,0.116,-2.233,0.026,0.091,1,+,38021842,38022108,RP3-423B22.5,,1:38021842-38022108,,
ENSG00000163879,839.431,0.736,0.043,17.223,0,0,1,+,38022519,38032458,DNALI1,"dynein, axonemal, light intermediate chain 1 [Source:HGNC Symbol;Acc:HGNC:14353]",1:38022519-38032458,,
ENSG00000134697,514.933,0.282,0.047,6.041,0,0,1,-,38032416,38033716,GNL2,guanine nucleotide binding protein-like 2 (nucleolar) [Source:HGNC Symbol,Acc:HGNC:29925],1:38032416-38033716,
ENSG00000169218,671.681,-0.047,0.143,-0.327,0.743,0.877,1,-,38076950,38100337,RSPO1,R-spondin 1 [Source:HGNC Symbol,Acc:HGNC:21679],1:38076950-38100337,
ENSG00000116922,214.127,0.283,0.069,4.08,0,0,1,-,38147241,38156192,C1orf109,chromosome 1 open reading frame 109 [Source:HGNC Symbol,Acc:HGNC:26039],1:38147241-38156192,
ENSG00000134690,684.485,-0.115,0.039,-2.947,0.003,0.015,1,+,38158089,38175391,CDCA8,cell division cycle associated 8 [Source:HGNC Symbol,Acc:HGNC:14629],1:38158089-38175391,
ENSG00000183317,92.551,-0.119,0.092,-1.294,0.196,0.412,1,-,38179551,38197166,EPHA10,EPH receptor A10 [Source:HGNC Symbol,Acc:HGNC:19987],1:38179551-38197166,
ENSG00000185090,263.975,0.026,0.061,0.417,0.677,0.838,1,+,38259473,38266805,MANEAL,"mannosidase, endo-alpha-like [Source:HGNC Symbol;Acc:HGNC:26452]",1:38259473-38266805,,
ENSG00000233728,116.896,0.032,0.078,0.405,0.685,0.843,1,-,38265391,38266551,RP11-109P14.9,,1:38265391-38266551,,
ENSG00000196449,195.555,0.388,0.078,4.988,0,0,1,-,38268615,38273857,YRDC,yrdC N(6)-threonylcarbamoyltransferase domain containing [Source:HGNC Symbol,Acc:HGNC:28905],1:38268615-38273857,
ENSG00000197982,638.33,0.188,0.068,2.744,0.006,0.027,1,+,38272650,38275124,C1orf122,chromosome 1 open reading frame 122 [Source:HGNC Symbol,Acc:HGNC:24789],1:38272650-38275124,
ENSG00000188786,349.97,0.913,0.083,10.935,0,0,1,-,38275238,38325292,MTF1,metal-regulatory transcription factor 1 [Source:HGNC Symbol,Acc:HGNC:7428],1:38275238-38325292,
ENSG00000230955,16.237,-0.004,0.173,-0.025,0.98,0.991,1,+,38326368,38327252,RP11-109P14.10,,1:38326368-38327252,,
ENSG00000204084,165.836,0.084,0.079,1.068,0.286,0.524,1,-,38326368,38397421,INPP5B,inositol polyphosphate-5-phosphatase B [Source:HGNC Symbol,Acc:HGNC:6077],1:38326368-38397421,
ENSG00000183431,695.958,0.071,0.045,1.582,0.114,0.283,1,-,38422646,38456593,SF3A3,splicing factor 3a subunit 3 [Source:HGNC Symbol,Acc:HGNC:10767],1:38422646-38456593,
ENSG00000212541,0.495,0.22,0.198,1.11,0.267,NA,1,+,38457133,38457241,RNU6-510P,"RNA, U6 small nuclear 510, pseudogene [Source:HGNC Symbol;Acc:HGNC:47473]",1:38457133-38457241,,
ENSG00000183386,64.214,0.545,0.109,5.021,0,0,1,-,38462441,38471174,FHL3,four and a half LIM domains 3 [Source:HGNC Symbol,Acc:HGNC:3704],1:38462441-38471174,
ENSG00000183520,324.494,0.085,0.053,1.59,0.112,0.28,1,+,38474929,38484781,UTP11L,"UTP11-like, U3 small nucleolar ribonucleoprotein (yeast) [Source:HGNC Symbol;Acc:HGNC:24329]",1:38474929-38484781,,
ENSG00000185668,1.68,0.725,0.255,2.84,0.005,0.021,1,-,38509522,38512450,POU3F1,POU class 3 homeobox 1 [Source:HGNC Symbol,Acc:HGNC:9214],1:38509522-38512450,
ENSG00000224592,2.529,0.162,0.266,0.611,0.541,0.75,1,+,38512985,38571406,RP5-884C9.2,,1:38512985-38571406,,
ENSG00000215895,656.939,0.024,0.052,0.466,0.641,0.816,1,+,39174602,39176562,RP11-334L9.1,,1:39174602-39176562,,
ENSG00000116954,491.915,0.388,0.047,8.291,0,0,1,-,39303869,39325495,RRAGC,Ras-related GTP binding C [Source:HGNC Symbol,Acc:HGNC:19902],1:39303869-39325495,
ENSG00000228436,17.051,0.148,0.185,0.799,0.424,0.659,1,+,39325671,39385068,RP5-864K19.4,,1:39325671-39385068,,
ENSG00000214114,235.962,0.31,0.06,5.139,0,0,1,-,39328635,39339777,MYCBP,MYC binding protein [Source:HGNC Symbol,Acc:HGNC:7554],1:39328635-39339777,
ENSG00000158315,53.111,-0.406,0.109,-3.713,0,0.001,1,-,39351478,39407456,RHBDL2,"rhomboid, veinlet-like 2 (Drosophila) [Source:HGNC Symbol;Acc:HGNC:16083]",1:39351478-39407456,,
ENSG00000174574,469.889,-0.018,0.047,-0.388,0.698,0.852,1,+,39456894,39471731,AKIRIN1,akirin 1 [Source:HGNC Symbol,Acc:HGNC:25744],1:39456894-39471731,
ENSG00000168653,755.235,0.006,0.082,0.077,0.939,0.976,1,+,39491989,39500308,NDUFS5,NADH:ubiquinone oxidoreductase subunit S5 [Source:HGNC Symbol,Acc:HGNC:7712],1:39491989-39500308,
ENSG00000127603,258.71,-0.131,0.073,-1.793,0.073,0.205,1,+,39546987,39568653,MACF1,microtubule-actin crosslinking factor 1 [Source:HGNC Symbol,Acc:HGNC:13664],1:39546987-39568653,
ENSG00000226438,1.568,-0.08,0.261,-0.306,0.76,0.887,1,-,39715509,39723321,RP11-420K8.1,,1:39715509-39723321,,
ENSG00000217897,4.622,-0.03,0.25,-0.12,0.905,0.959,1,-,39769965,39770570,HSPE1P8,heat shock protein family E (Hsp10) member 1 pseudogene 8 [Source:HGNC Symbol,Acc:HGNC:49326],1:39769965-39770570,
ENSG00000255103,28.981,0.111,0.142,0.781,0.435,0.668,1,+,39876150,39882154,NA,NA,1:39876150-39882154,,
ENSG00000183682,17.897,-0.314,0.169,-1.861,0.063,0.184,1,+,39957317,39991607,BMP8A,bone morphogenetic protein 8a [Source:HGNC Symbol,Acc:HGNC:21650],1:39957317-39991607,
ENSG00000237624,5.659,0.006,0.239,0.024,0.981,0.991,1,+,39980627,39982162,OXCT2P1,3-oxoacid CoA-transferase 2 pseudogene 1 [Source:HGNC Symbol,Acc:HGNC:21627],1:39980627-39982162,
ENSG00000182109,72.813,-0.365,0.126,-2.896,0.004,0.018,1,-,39987951,39990548,RP11-69E11.4,,1:39987951-39990548,,
ENSG00000243970,5.694,-0.334,0.246,-1.356,0.175,0.383,1,-,39997509,40024379,PPIEL,peptidylprolyl isomerase E-like pseudogene [Source:HGNC Symbol,Acc:HGNC:33195],1:39997509-40024379,
ENSG00000090621,2056.886,0.452,0.029,15.349,0,0,1,-,40026487,40027682,PABPC4,"poly(A) binding protein, cytoplasmic 4 (inducible form) [Source:HGNC Symbol;Acc:HGNC:8557]",1:40026487-40027682,,
ENSG00000228060,196.455,0.493,0.064,7.751,0,0,1,+,40030831,40038875,RP11-69E11.8,,1:40030831-40038875,,
ENSG00000201457,2.121,0.383,0.266,1.439,0.15,0.344,1,-,40033045,40033180,SNORA55,"small nucleolar RNA, H/ACA box 55 [Source:HGNC Symbol;Acc:HGNC:32649]",1:40033045-40033180,,
ENSG00000084072,396.111,-0.008,0.071,-0.115,0.909,0.961,1,+,40157853,40211075,PPIE,peptidylprolyl isomerase E (cyclophilin E) [Source:HGNC Symbol,Acc:HGNC:9258],1:40157853-40211075,
ENSG00000225333,1.289,0.101,0.257,0.392,0.695,NA,1,+,40183699,40184267,RP1-144F13.4,,1:40183699-40184267,,
ENSG00000116985,98.757,-0.205,0.085,-2.427,0.015,0.059,1,-,40222853,40254533,BMP8B,bone morphogenetic protein 8b [Source:HGNC Symbol,Acc:HGNC:1075],1:40222853-40254533,
ENSG00000198754,8.753,-0.023,0.216,-0.107,0.915,0.963,1,-,40235194,40237020,OXCT2,3-oxoacid CoA-transferase 2 [Source:HGNC Symbol,Acc:HGNC:18606],1:40235194-40237020,
ENSG00000261798,6.059,-0.661,0.239,-2.765,0.006,0.025,1,+,40254647,40255843,RP1-118J21.25,,1:40254647-40255843,,
ENSG00000043514,227.39,0.357,0.065,5.501,0,0,1,-,40306722,40349163,TRIT1,tRNA isopentenyltransferase 1 [Source:HGNC Symbol,Acc:HGNC:20286],1:40306722-40349163,
ENSG00000116990,129.013,0.691,0.078,8.883,0,0,1,-,40361097,40367685,MYCL,v-myc avian myelocytomatosis viral oncogene lung carcinoma derived homolog [Source:HGNC Symbol,Acc:HGNC:7555],1:40361097-40367685,
ENSG00000236546,12.308,0.685,0.199,3.446,0.001,0.003,1,+,40363416,40364770,RP1-118J21.5,,1:40363416-40364770,,
ENSG00000168389,14.965,0.992,0.192,5.174,0,0,1,+,40420801,40435638,MFSD2A,major facilitator superfamily domain containing 2A [Source:HGNC Symbol,Acc:HGNC:25897],1:40420801-40435638,
ENSG00000228477,232.934,-0.004,0.076,-0.05,0.96,0.983,1,+,40428351,40429076,RP3-342P20.2,,1:40428351-40429076,,
ENSG00000131236,1965.38,0.119,0.033,3.578,0,0.002,1,+,40505904,40538321,CAP1,"CAP, adenylate cyclase-associated protein 1 (yeast) [Source:HGNC Symbol;Acc:HGNC:20040]",1:40505904-40538321,,
ENSG00000131238,1552.129,-0.056,0.036,-1.527,0.127,0.305,1,-,40538378,40563375,PPT1,palmitoyl-protein thioesterase 1 [Source:HGNC Symbol,Acc:HGNC:9325],1:40538378-40563375,
ENSG00000117000,230.349,0.191,0.079,2.412,0.016,0.061,1,+,40627044,40706593,RLF,rearranged L-myc fusion [Source:HGNC Symbol,Acc:HGNC:10025],1:40627044-40706593,
ENSG00000188800,2.873,-0.17,0.265,-0.643,0.52,0.735,1,+,40711618,40717355,TMCO2,transmembrane and coiled-coil domains 2 [Source:HGNC Symbol,Acc:HGNC:23312],1:40711618-40717355,
ENSG00000259943,50.314,-0.119,0.111,-1.079,0.281,0.519,1,-,40722098,40723639,RP1-39G22.7,,1:40722098-40723639,,
ENSG00000084073,871.607,0.223,0.06,3.692,0,0.001,1,+,40723778,40759856,ZMPSTE24,zinc metallopeptidase STE24 [Source:HGNC Symbol,Acc:HGNC:12877],1:40723778-40759856,
ENSG00000049089,380.436,-0.025,0.067,-0.38,0.704,0.855,1,-,40766158,40782966,COL9A2,"collagen, type IX, alpha 2 [Source:HGNC Symbol;Acc:HGNC:2218]",1:40766158-40782966,,
ENSG00000227311,27.233,0.235,0.156,1.505,0.132,0.315,1,-,40798747,40799230,RP1-228H13.1,,1:40798747-40799230,,
ENSG00000084070,396.932,0.452,0.048,9.354,0,0,1,+,40810521,40879912,SMAP2,small ArfGAP2 [Source:HGNC Symbol,Acc:HGNC:25082],1:40810521-40879912,
ENSG00000187801,15.972,-0.236,0.18,-1.309,0.191,0.405,1,+,40915773,40929386,ZFP69B,ZFP69 zinc finger protein B [Source:HGNC Symbol,Acc:HGNC:28053],1:40915773-40929386,
ENSG00000260920,14.278,-0.27,0.188,-1.435,0.151,0.345,1,+,40929990,40932436,RP1-228H13.5,,1:40929990-40932436,,
ENSG00000187815,3.302,-0.319,0.262,-1.219,0.223,0.448,1,+,40942886,40962015,ZFP69,ZFP69 zinc finger protein [Source:HGNC Symbol,Acc:HGNC:24708],1:40942886-40962015,
ENSG00000238287,5.433,-0.198,0.237,-0.837,0.402,0.64,1,-,40958828,40974333,RP11-656D10.3,,1:40958828-40974333,,
ENSG00000164002,91.145,0.094,0.086,1.091,0.275,0.512,1,+,40974412,40981708,EXO5,exonuclease 5 [Source:HGNC Symbol,Acc:HGNC:26115],1:40974412-40981708,
ENSG00000227278,19.234,-0.078,0.175,-0.444,0.657,0.826,1,-,40980132,40980729,RP11-656D10.5,,1:40980132-40980729,,
ENSG00000238186,13.892,-0.156,0.187,-0.837,0.403,0.64,1,-,40981425,40982846,RP11-656D10.6,,1:40981425-40982846,,
ENSG00000117010,29.675,-0.057,0.136,-0.419,0.675,0.837,1,+,40997232,41013841,ZNF684,zinc finger protein 684 [Source:HGNC Symbol,Acc:HGNC:28418],1:40997232-41013841,
ENSG00000117016,59.735,0.419,0.117,3.588,0,0.002,1,-,41086350,41131329,RIMS3,regulating synaptic membrane exocytosis 3 [Source:HGNC Symbol,Acc:HGNC:21292],1:41086350-41131329,
ENSG00000237899,1.005,0.052,0.245,0.214,0.831,NA,1,-,41134760,41153260,RP4-739H11.3,,1:41134760-41153260,,
ENSG00000272145,34.305,-0.283,0.149,-1.9,0.057,0.172,1,-,41156051,41157738,NFYC-AS1,NFYC antisense RNA 1 [Source:HGNC Symbol,Acc:HGNC:49451],1:41156051-41157738,
ENSG00000066136,263.907,-0.33,0.057,-5.769,0,0,1,+,41157319,41224120,NFYC,nuclear transcription factor Y subunit gamma [Source:HGNC Symbol,Acc:HGNC:7806],1:41157319-41224120,
ENSG00000117013,44.681,0.283,0.122,2.315,0.021,0.076,1,+,41249683,41306124,KCNQ4,"potassium channel, voltage gated KQT-like subfamily Q, member 4 [Source:HGNC Symbol;Acc:HGNC:6298]",1:41249683-41306124,,
ENSG00000179862,1634.796,2.068,0.125,16.525,0,0,1,-,41326728,41328018,CITED4,"Cbp/p300-interacting transactivator, with Glu/Asp rich carboxy-terminal domain, 4 [Source:HGNC Symbol;Acc:HGNC:18696]",1:41326728-41328018,,
ENSG00000171793,438.324,0.358,0.052,6.941,0,0,1,+,41445006,41478235,CTPS1,CTP synthase 1 [Source:HGNC Symbol,Acc:HGNC:2519],1:41445006-41478235,
ENSG00000171790,11.432,0.145,0.205,0.706,0.48,0.705,1,-,41481268,41487387,SLFNL1,schlafen like 1 [Source:HGNC Symbol,Acc:HGNC:26313],1:41481268-41487387,
ENSG00000010803,263.55,-0.033,0.056,-0.587,0.557,0.761,1,-,41492871,41627153,SCMH1,sex comb on midleg homolog 1 (Drosophila) [Source:HGNC Symbol,Acc:HGNC:19003],1:41492871-41627153,
ENSG00000235358,1.448,-0.038,0.257,-0.148,0.883,NA,1,+,41708044,41730230,RP11-399E6.1,,1:41708044-41730230,,
ENSG00000204060,44.488,-0.777,0.13,-5.954,0,0,1,+,41827593,41849262,FOXO6,forkhead box O6 [Source:HGNC Symbol,Acc:HGNC:24814],1:41827593-41849262,
ENSG00000229901,1.575,0.144,0.254,0.567,0.571,0.77,1,-,41840675,41841341,RP11-399E6.4,,1:41840675-41841341,,
ENSG00000127129,2.466,-0.99,0.266,-3.727,0,0.001,1,-,41944445,41950342,EDN2,endothelin 2 [Source:HGNC Symbol,Acc:HGNC:3177],1:41944445-41950342,
ENSG00000127124,132.615,0.225,0.074,3.048,0.002,0.012,1,-,41972035,42384169,HIVEP3,human immunodeficiency virus type I enhancer binding protein 3 [Source:HGNC Symbol,Acc:HGNC:13561],1:41972035-42384169,
ENSG00000230638,31.413,0.223,0.156,1.425,0.154,0.35,1,+,42007739,42009981,RP11-486B10.4,,1:42007739-42009981,,
ENSG00000198815,455.123,-0.132,0.067,-1.962,0.05,0.154,1,-,42642209,42655480,FOXJ3,forkhead box J3 [Source:HGNC Symbol,Acc:HGNC:29178],1:42642209-42655480,
ENSG00000227527,1.147,-0.33,0.247,-1.332,0.183,NA,1,-,42801056,42804047,RP11-223A3.1,,1:42801056-42804047,,
ENSG00000177181,16.024,-0.1,0.173,-0.582,0.561,0.763,1,+,42846465,42875836,RIMKLA,ribosomal modification protein rimK-like family member A [Source:HGNC Symbol,Acc:HGNC:28725],1:42846465-42875836,
ENSG00000066185,1.055,-0.111,0.244,-0.456,0.649,NA,1,-,42895999,42921938,ZMYND12,"zinc finger, MYND-type containing 12 [Source:HGNC Symbol;Acc:HGNC:21192]",1:42895999-42921938,,
ENSG00000127125,304.789,-0.121,0.056,-2.155,0.031,0.106,1,+,42921787,42925752,PPCS,phosphopantothenoylcysteine synthetase [Source:HGNC Symbol,Acc:HGNC:25686],1:42921787-42925752,
ENSG00000186409,69.607,-0.125,0.105,-1.198,0.231,0.458,1,+,42929000,42948667,CCDC30,coiled-coil domain containing 30 [Source:HGNC Symbol,Acc:HGNC:26103],1:42929000-42948667,
ENSG00000230116,3.119,-0.032,0.264,-0.122,0.903,0.958,1,+,42957409,42958164,RP11-163G10.2,,1:42957409-42958164,,
ENSG00000236876,387.899,0.021,0.076,0.279,0.781,0.898,1,-,42965875,42966010,TMSB4XP1,"thymosin beta 4, X-linked pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:11883]",1:42965875-42966010,,
ENSG00000171960,177.146,-0.044,0.074,-0.593,0.553,0.758,1,+,43124095,43142429,PPIH,peptidylprolyl isomerase H (cyclophilin H) [Source:HGNC Symbol,Acc:HGNC:14651],1:43124095-43142429,
ENSG00000065978,2189.225,0.02,0.064,0.318,0.75,0.882,1,+,43148097,43168020,YBX1,Y-box binding protein 1 [Source:HGNC Symbol,Acc:HGNC:8014],1:43148097-43168020,
ENSG00000164007,3.914,0.131,0.255,0.512,0.609,0.797,1,-,43198763,43205925,CLDN19,claudin 19 [Source:HGNC Symbol,Acc:HGNC:2040],1:43198763-43205925,
ENSG00000117385,188.281,-0.214,0.064,-3.362,0.001,0.004,1,-,43212005,43232755,P3H1,prolyl 3-hydroxylase 1 [Source:HGNC Symbol,Acc:HGNC:19316],1:43212005-43232755,
ENSG00000164008,62.178,-0.098,0.102,-0.959,0.338,0.578,1,+,43232939,43241418,C1orf50,chromosome 1 open reading frame 50 [Source:HGNC Symbol,Acc:HGNC:28795],1:43232939-43241418,
ENSG00000228452,6.061,0.434,0.239,1.812,0.07,0.199,1,-,43241483,43242461,RP5-994D16.9,,1:43241483-43242461,,
ENSG00000177868,33.542,-0.169,0.139,-1.213,0.225,0.45,1,-,43272722,43282475,SVBP,small vasohibin binding protein [Source:HGNC Symbol,Acc:HGNC:29204],1:43272722-43282475,
ENSG00000164010,157.351,-0.255,0.08,-3.194,0.001,0.008,1,+,43282794,43310654,ERMAP,erythroblast membrane-associated protein (Scianna blood group) [Source:HGNC Symbol,Acc:HGNC:15743],1:43282794-43310654,
ENSG00000228192,40.827,-0.149,0.128,-1.166,0.244,0.473,1,-,43300351,43312093,RP11-342M1.3,,1:43300351-43312093,,
ENSG00000164011,82.809,-0.154,0.094,-1.644,0.1,0.259,1,+,43312279,43318148,ZNF691,zinc finger protein 691 [Source:HGNC Symbol,Acc:HGNC:28028],1:43312279-43318148,
ENSG00000233708,2.504,-0.19,0.266,-0.713,0.476,0.701,1,-,43352267,43354438,RP11-342M1.7,,1:43352267-43354438,,
ENSG00000237090,3.716,0.061,0.26,0.236,0.813,0.917,1,-,43356764,43358101,RP11-342M1.6,,1:43356764-43358101,,
ENSG00000225099,16.396,-0.123,0.18,-0.68,0.496,0.717,1,+,43368902,43369583,ATP6V1E1P1,"ATPase, H+ transporting, lysosomal 31kDa, V1 subunit E1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:859]",1:43368902-43369583,,
ENSG00000117394,589.649,1.146,0.05,22.822,0,0,1,-,43391051,43424501,SLC2A1,"solute carrier family 2 (facilitated glucose transporter), member 1 [Source:HGNC Symbol;Acc:HGNC:11005]",1:43391051-43424501,,
ENSG00000227533,20.944,-0.097,0.161,-0.606,0.544,0.752,1,+,43424719,43449029,SLC2A1-AS1,SLC2A1 antisense RNA 1 [Source:HGNC Symbol,Acc:HGNC:44187],1:43424719-43449029,
ENSG00000186973,5.514,-0.442,0.244,-1.816,0.069,0.198,1,+,43610823,43622067,FAM183A,family with sequence similarity 183 member A [Source:HGNC Symbol,Acc:HGNC:34347],1:43610823-43622067,
ENSG00000117395,599.867,0.116,0.051,2.251,0.024,0.087,1,-,43629845,43638241,EBNA1BP2,EBNA1 binding protein 2 [Source:HGNC Symbol,Acc:HGNC:15531],1:43629845-43638241,
ENSG00000243710,84.068,0.063,0.096,0.655,0.513,0.729,1,+,43637819,43720029,CFAP57,cilia and flagella associated protein 57 [Source:HGNC Symbol,Acc:HGNC:26485],1:43637819-43720029,
ENSG00000179178,271.805,-0.289,0.073,-3.969,0,0.001,1,+,43735664,43739673,TMEM125,transmembrane protein 125 [Source:HGNC Symbol,Acc:HGNC:28275],1:43735664-43739673,
ENSG00000253313,116.87,-0.241,0.076,-3.17,0.002,0.008,1,-,43747553,43751250,C1orf210,chromosome 1 open reading frame 210 [Source:HGNC Symbol,Acc:HGNC:28755],1:43747553-43751250,
ENSG00000066056,14.631,-0.364,0.184,-1.976,0.048,0.15,1,+,43766663,43788779,TIE1,tyrosine kinase with immunoglobulin-like and EGF-like domains 1 [Source:HGNC Symbol,Acc:HGNC:11809],1:43766663-43788779,
ENSG00000117400,0.797,-0.202,0.229,-0.881,0.378,NA,1,+,43803477,43818443,MPL,"MPL proto-oncogene, thrombopoietin receptor [Source:HGNC Symbol;Acc:HGNC:7217]",1:43803477-43818443,,
ENSG00000234694,17.677,0.02,0.171,0.119,0.905,0.959,1,-,43820354,43824329,RP1-92O14.3,,1:43820354-43824329,,
ENSG00000117399,1018.32,-0.073,0.053,-1.361,0.174,0.38,1,+,43824625,43828874,CDC20,cell division cycle 20 [Source:HGNC Symbol,Acc:HGNC:1723],1:43824625-43828874,
ENSG00000066322,1213.293,0.405,0.041,9.777,0,0,1,-,43829067,43833689,ELOVL1,ELOVL fatty acid elongase 1 [Source:HGNC Symbol,Acc:HGNC:14418],1:43829067-43833689,
ENSG00000159479,283.712,0.016,0.062,0.261,0.794,0.906,1,-,43849587,43855479,MED8,mediator complex subunit 8 [Source:HGNC Symbol,Acc:HGNC:19971],1:43849587-43855479,
ENSG00000229431,46.657,0.008,0.121,0.07,0.944,0.978,1,+,43850783,43854826,RP1-92O14.6,,1:43850783-43854826,,
ENSG00000198198,455.781,-0.11,0.057,-1.937,0.053,0.161,1,+,43855552,43872565,SZT2,seizure threshold 2 homolog (mouse) [Source:HGNC Symbol,Acc:HGNC:29040],1:43855552-43872565,
ENSG00000229372,33.718,-0.051,0.142,-0.361,0.718,0.863,1,-,43913446,43914315,SZT2-AS1,SZT2 antisense RNA 1 [Source:HGNC Symbol,Acc:HGNC:41225],1:43913446-43914315,
ENSG00000178922,108.602,-0.233,0.097,-2.407,0.016,0.062,1,-,43916823,43917411,HYI,hydroxypyruvate isomerase (putative) [Source:HGNC Symbol,Acc:HGNC:26948],1:43916823-43917411,
ENSG00000229348,1.662,0.165,0.265,0.625,0.532,0.743,1,+,43919597,43922666,HYI-AS1,HYI antisense RNA 1 [Source:HGNC Symbol,Acc:HGNC:41173],1:43919597-43922666,
ENSG00000142949,5357.082,0.062,0.052,1.186,0.236,0.463,1,+,43990857,44019190,PTPRF,"protein tyrosine phosphatase, receptor type, F [Source:HGNC Symbol;Acc:HGNC:9670]",1:43990857-44019190,,
ENSG00000066135,408.729,-0.257,0.06,-4.267,0,0,1,+,44115828,44171186,KDM4A,lysine (K)-specific demethylase 4A [Source:HGNC Symbol,Acc:HGNC:22978],1:44115828-44171186,
ENSG00000236200,83.36,-0.338,0.092,-3.658,0,0.002,1,-,44165435,44173809,KDM4A-AS1,KDM4A antisense RNA 1 [Source:HGNC Symbol,Acc:HGNC:40528],1:44165435-44173809,
ENSG00000126091,35.257,-0.309,0.139,-2.22,0.026,0.093,1,+,44171494,44303918,ST3GAL3,"ST3 beta-galactoside alpha-2,3-sialyltransferase 3 [Source:HGNC Symbol;Acc:HGNC:10866]",1:44171494-44303918,,
ENSG00000224751,16.393,0.136,0.173,0.789,0.43,0.664,1,-,44315971,44317283,SHMT1P1,serine hydroxymethyltransferase 1 (soluble) pseudogene 1 [Source:HGNC Symbol,Acc:HGNC:10851],1:44315971-44317283,
ENSG00000117407,206.757,0.676,0.069,9.815,0,0,1,+,44398991,44402913,ARTN,artemin [Source:HGNC Symbol,Acc:HGNC:727],1:44398991-44402913,
ENSG00000237950,3.836,-0.205,0.261,-0.786,0.432,0.666,1,-,44410041,44411974,RP11-7O11.3,,1:44410041-44411974,,
ENSG00000117408,621.287,0.247,0.048,5.173,0,0,1,+,44412610,44433694,IPO13,importin 13 [Source:HGNC Symbol,Acc:HGNC:16853],1:44412610-44433694,
ENSG00000132768,253.406,0.131,0.066,1.982,0.048,0.148,1,+,44435671,44436685,DPH2,DPH2 homolog [Source:HGNC Symbol,Acc:HGNC:3004],1:44435671-44436685,
ENSG00000117410,805.323,0.011,0.056,0.195,0.845,0.933,1,+,44440158,44442495,ATP6V0B,"ATPase, H+ transporting, lysosomal 21kDa, V0 subunit b [Source:HGNC Symbol;Acc:HGNC:861]",1:44440158-44442495,,
ENSG00000117411,539.91,0.053,0.061,0.867,0.386,0.626,1,+,44444614,44446999,B4GALT2,"UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 2 [Source:HGNC Symbol;Acc:HGNC:925]",1:44444614-44446999,,
ENSG00000159214,180.01,0.116,0.082,1.422,0.155,0.352,1,+,44457030,44462196,CCDC24,coiled-coil domain containing 24 [Source:HGNC Symbol,Acc:HGNC:28688],1:44457030-44462196,
ENSG00000196517,186.301,-0.15,0.068,-2.194,0.028,0.098,1,-,44457171,44482228,SLC6A9,"solute carrier family 6 (neurotransmitter transporter, glycine), member 9 [Source:HGNC Symbol;Acc:HGNC:11056]",1:44457171-44482228,,
ENSG00000230615,83,-0.327,0.099,-3.292,0.001,0.006,1,+,44501797,44516788,RP5-1198O20.4,,1:44501797-44516788,,
ENSG00000227163,5.686,-0.245,0.244,-1.001,0.317,0.558,1,-,44553629,44554149,RP5-1198O20.5,,1:44553629-44554149,,
ENSG00000271647,134.997,-0.314,0.096,-3.257,0.001,0.006,1,-,44568977,44570375,KRT8P47,keratin 8 pseudogene 47 [Source:HGNC Symbol,Acc:HGNC:44461],1:44568977-44570375,
ENSG00000171872,4.047,-0.199,0.256,-0.779,0.436,0.669,1,+,44584521,44600812,KLF17,Kruppel-like factor 17 [Source:HGNC Symbol,Acc:HGNC:18830],1:44584521-44600812,
ENSG00000233514,43.411,0.077,0.119,0.646,0.519,0.734,1,-,44587824,44588184,RP11-570P14.1,,1:44587824-44588184,,
ENSG00000178028,419.711,-0.107,0.06,-1.776,0.076,0.21,1,+,44679126,44686353,DMAP1,DNA methyltransferase 1 associated protein 1 [Source:HGNC Symbol,Acc:HGNC:18291],1:44679126-44686353,
ENSG00000117419,433.34,-0.109,0.061,-1.766,0.077,0.213,1,-,44686741,44785422,ERI3,ERI1 exoribonuclease family member 3 [Source:HGNC Symbol,Acc:HGNC:17276],1:44686741-44785422,
ENSG00000187147,335.854,-0.012,0.056,-0.22,0.826,0.924,1,+,44870865,45117395,RNF220,ring finger protein 220 [Source:HGNC Symbol,Acc:HGNC:25552],1:44870865-45117395,
ENSG00000126106,120.707,-0.213,0.078,-2.734,0.006,0.028,1,-,45100909,45140131,TMEM53,transmembrane protein 53 [Source:HGNC Symbol,Acc:HGNC:26186],1:45100909-45140131,
ENSG00000198520,10.491,-0.624,0.21,-2.976,0.003,0.014,1,+,45140363,45190146,C1orf228,chromosome 1 open reading frame 228 [Source:HGNC Symbol,Acc:HGNC:34345],1:45140363-45190146,
